    Customer ID,Transaction ID,Category,Merchant,Amount,Date,Payment Method
cust_2,t_67,salary,miscellaneous,82604.98,2022-05-21,credit card
cust_2,t_68,salary,miscellaneous,34165.51,"Jan 28, 2024",cash
cust_2,t_69,transfers,miscellaneous,3638.42,"Apr 04, 2024",debit card
cust_2,t_70,transfers,miscellaneous,620.26,22/05/2022,credit card
cust_2,t_71,cash Withdrawals,miscellaneous,1599.72,"Jul 15, 2022",upi
cust_2,t_72,transfers,miscellaneous,2156.4,30/03/2022,upi
cust_2,t_73,others,others,1330.84,24/03/2022,debit card
cust_2,t_74,others,others,4308.75,12/06/2024,cash
cust_2,t_75,insurance,vehicle insurance,167.71,"Sep 25, 2024",upi
cust_2,t_76,transfers,miscellaneous,2484.72,19/04/2024,debit card
cust_2,t_77,entertainment,youtube,1766.06,2024-04-08,credit card
cust_2,t_78,food and dining,swiggy,3054.56,2024-04-11,credit card
cust_2,t_79,others,others,3715.72,"Aug 08, 2022",debit card
cust_2,t_80,shopping,snapdeal,484.82,03/08/2024,debit card
cust_2,t_81,cash Withdrawals,miscellaneous,2039.69,"Aug 06, 2023",upi
cust_2,t_82,health,pharmacy,3333.46,01/04/2023,credit card
cust_2,t_83,insurance,health insurance,2832.64,23/01/2023,credit card
cust_2,t_84,shopping,aliexpress,3685.71,"Sep 05, 2022",upi
cust_2,t_85,utilities,gas,2251.83,2024-01-14,credit card
cust_2,t_86,groceries,reliance fresh,2541.16,"Oct 16, 2023",cash
cust_2,t_87,groceries,more,705.89,2022-10-14,debit card
cust_2,t_88,health,yoga,2025.89,"Mar 10, 2023",upi
cust_2,t_89,transport,bus,129.99,25/02/2022,cash
cust_2,t_90,shopping,aliexpress,1537.83,03/08/2022,upi
cust_2,t_91,groceries,d-mart,2029.35,"Feb 06, 2025",upi
cust_2,t_92,transport,train,4162.5,23/01/2023,debit card
cust_2,t_93,insurance,life insurance,641.04,28/08/2022,upi
cust_2,t_94,utilities,broadband,326.47,"Jul 14, 2024",upi
cust_2,t_95,others,others,2475.49,2024-10-09,upi
cust_3,t_1,utilities,water,2145.41,23/11/2023,cash
cust_3,t_2,food and dining,cafes,484.01,25/12/2022,debit card
cust_3,t_3,groceries,reliance fresh,1438.75,24/09/2023,cash
cust_3,t_4,transport,metro,4196.57,"Dec 08, 2023",credit card
cust_3,t_5,cash Withdrawals,miscellaneous,3397.4,"Jul 29, 2022",debit card
cust_3,t_6,health,hospital,463.9,2022-03-10,cash
cust_3,t_7,insurance,vehicle insurance,1429.6,2022-12-03,credit card
cust_3,t_8,shopping,jabong,3984.64,2023-09-23,cash
cust_3,t_9,groceries,local store,2690.0,15/08/2022,credit card
cust_3,t_10,health,yoga,4600.22,"Jul 11, 2023",credit card
cust_3,t_11,food and dining,cafes,1123.33,"Jun 16, 2023",debit card
cust_3,t_12,transport,flight,2263.18,2023-03-28,cash
cust_3,t_13,groceries,d-mart,3731.71,2024-06-01,cash
cust_3,t_14,utilities,broadband,4283.23,"Sep 11, 2022",debit card
cust_3,t_15,groceries,d-mart,4324.61,05/06/2024,upi
cust_3,t_16,insurance,travel insurance,2292.34,2024-07-29,upi
cust_3,t_17,loan EMI Payment,personal loan,2952.83,2022-10-09,credit card
cust_3,t_18,groceries,more,72.93,"Jan 26, 2025",cash
cust_3,t_19,entertainment,hotstar,4269.93,27/02/2023,credit card
cust_3,t_20,entertainment,youtube,4325.85,23/12/2022,credit card
cust_3,t_21,transfers,miscellaneous,541.87,"Feb 18, 2023",cash
cust_3,t_22,loan EMI Payment,consumer durable loan,4091.15,25/04/2022,credit card
cust_3,t_23,health,clinic,2649.14,06/07/2022,cash
cust_3,t_24,transfers,miscellaneous,3510.94,"Apr 08, 2023",credit card
cust_3,t_25,entertainment,prime,2803.95,"Feb 29, 2024",cash
cust_3,t_26,cash Withdrawals,miscellaneous,2693.95,06/02/2025,credit card
cust_3,t_27,entertainment,youtube,2815.0,2023-04-16,upi
cust_3,t_28,shopping,amazon,2470.14,2024-11-17,debit card
cust_3,t_29,health,clinic,1458.05,10/06/2022,upi
cust_3,t_30,salary,miscellaneous,54517.45,05/03/2024,credit card
cust_3,t_31,health,clinic,2490.95,2025-02-12,debit card
cust_3,t_32,transfers,miscellaneous,1588.36,2023-07-28,debit card
cust_3,t_33,shopping,myntra,2738.18,24/09/2022,debit card
cust_3,t_34,loan EMI Payment,consumer durable loan,499.13,"Jun 28, 2023",upi
cust_3,t_35,insurance,health insurance,3639.31,"Jan 28, 2023",debit card
cust_3,t_36,health,yoga,4965.69,2022-03-03,upi
cust_3,t_37,cash Withdrawals,miscellaneous,673.56,"Jan 04, 2023",upi
cust_3,t_38,loan EMI Payment,personal loan,1278.96,"Feb 23, 2024",credit card
cust_3,t_39,utilities,gas,3956.54,2024-11-06,upi
cust_3,t_40,shopping,snapdeal,3337.16,07/10/2022,credit card
cust_3,t_41,shopping,myntra,4097.68,2023-05-06,upi
cust_3,t_42,utilities,gas,1428.8,2024-07-19,debit card
cust_3,t_43,groceries,bigbasket,3214.34,20/12/2024,cash
cust_3,t_44,groceries,more,3060.94,07/01/2024,credit card
cust_3,t_45,salary,miscellaneous,51082.63,26/05/2023,upi
cust_3,t_46,transfers,miscellaneous,3805.54,"Mar 04, 2024",cash
cust_3,t_47,entertainment,youtube,898.74,2024-01-06,upi
cust_3,t_48,groceries,local store,4702.07,"Jun 09, 2023",debit card
cust_3,t_49,shopping,flipkart,2241.61,17/06/2024,debit card
cust_3,t_50,cash Withdrawals,miscellaneous,1146.32,"Mar 13, 2024",credit card
cust_3,t_51,utilities,broadband,4714.58,18/06/2024,credit card
cust_3,t_52,loan EMI Payment,two wheeler loan,3489.21,2024-09-20,upi
cust_3,t_53,insurance,travel insurance,2840.06,12/12/2023,credit card
cust_3,t_54,groceries,bigbasket,3151.58,"Dec 21, 2023",debit card
cust_3,t_55,others,others,1282.64,"Apr 30, 2024",credit card
cust_4,t_1,others,others,990.72,2024-07-28,cash
cust_4,t_2,loan EMI Payment,car loan,622.52,2022-06-05,cash
cust_4,t_3,entertainment,gaana,1260.73,13/01/2023,credit card
cust_4,t_4,shopping,flipkart,723.76,"Sep 26, 2024",upi
cust_4,t_5,transfers,miscellaneous,4209.92,2025-02-06,cash
cust_4,t_6,loan EMI Payment,car loan,3664.97,05/11/2024,cash
cust_4,t_7,food and dining,starbucks,3033.22,2022-10-13,debit card
cust_4,t_8,transport,bus,2036.16,"Sep 14, 2024",credit card
cust_4,t_9,health,gym,4747.48,26/03/2022,cash
cust_4,t_10,cash Withdrawals,miscellaneous,1818.2,2024-11-16,upi
cust_4,t_11,shopping,flipkart,4053.53,"Aug 03, 2022",cash
cust_4,t_12,shopping,jabong,2317.1,"Nov 02, 2024",cash
cust_4,t_13,food and dining,cafes,3519.65,2025-02-06,cash
cust_4,t_14,others,others,1508.35,03/07/2022,credit card
cust_4,t_15,loan EMI Payment,home loan,288.39,25/11/2024,cash
cust_4,t_16,groceries,reliance fresh,4867.98,10/02/2023,cash
cust_4,t_17,food and dining,fast food,1989.78,"Dec 05, 2022",debit card
cust_4,t_18,food and dining,zomato,3201.52,2022-12-19,upi
cust_4,t_19,utilities,water,2521.38,"Sep 21, 2024",credit card
cust_4,t_20,loan EMI Payment,consumer durable loan,2696.18,28/04/2024,cash
cust_4,t_21,cash Withdrawals,miscellaneous,4034.59,"May 20, 2022",debit card
cust_4,t_22,transport,bus,1361.97,"Mar 21, 2023",credit card
cust_4,t_23,others,others,3787.32,"Nov 06, 2022",upi
cust_4,t_24,entertainment,youtube,1121.14,"Mar 12, 2024",cash
cust_4,t_25,transport,ola,1586.12,03/02/2024,debit card
cust_4,t_26,transfers,miscellaneous,4863.14,2023-11-29,cash
cust_4,t_27,groceries,d-mart,1515.07,2023-05-23,debit card
cust_4,t_28,others,others,1897.33,"May 26, 2022",credit card
cust_4,t_29,health,yoga,2055.78,2023-07-31,cash
cust_4,t_30,health,gym,2995.89,"Jan 29, 2024",upi
cust_4,t_31,others,others,3999.58,04/01/2024,cash
cust_4,t_32,others,others,2126.9,29/01/2025,upi
cust_4,t_33,shopping,jabong,2300.91,2023-04-06,debit card
cust_4,t_34,cash Withdrawals,miscellaneous,3215.33,"Mar 31, 2024",cash
cust_4,t_35,health,hospital,3544.93,20/09/2022,credit card
cust_4,t_36,health,pharmacy,2046.1,2022-08-12,debit card
cust_4,t_37,others,others,2395.13,"Jun 30, 2023",credit card
cust_4,t_38,food and dining,starbucks,2160.68,26/08/2023,cash
cust_4,t_39,insurance,vehicle insurance,1881.57,2023-07-17,upi
cust_4,t_40,cash Withdrawals,miscellaneous,4103.74,05/09/2023,debit card
cust_4,t_41,salary,miscellaneous,98541.59,2022-07-22,debit card
cust_4,t_42,transfers,miscellaneous,2073.45,11/10/2023,credit card
cust_4,t_43,shopping,amazon,3332.29,"Feb 04, 2025",debit card
cust_4,t_44,cash Withdrawals,miscellaneous,3254.62,12/01/2024,credit card
cust_4,t_45,transfers,miscellaneous,1104.52,"Jul 08, 2023",cash
cust_4,t_46,food and dining,starbucks,2122.77,12/06/2023,credit card
cust_4,t_47,groceries,d-mart,4570.52,2023-01-09,cash
cust_4,t_48,groceries,grofers,956.69,2023-02-18,upi
cust_4,t_49,transport,uber,1081.05,2024-02-05,credit card
cust_4,t_50,cash Withdrawals,miscellaneous,2827.35,"Nov 25, 2022",cash
cust_4,t_51,salary,miscellaneous,72858.76,20/09/2023,credit card
cust_4,t_52,salary,miscellaneous,75635.64,"May 30, 2023",upi
cust_4,t_53,transport,flight,1468.2,"Dec 23, 2023",cash
cust_4,t_54,others,others,2639.34,23/02/2023,cash
cust_4,t_55,health,hospital,4045.43,"Aug 25, 2024",credit card
cust_4,t_56,entertainment,netflix,1498.19,"May 18, 2023",upi
cust_4,t_57,utilities,broadband,3053.92,14/05/2024,cash
cust_4,t_58,loan EMI Payment,gold loan,1815.82,"Nov 02, 2024",cash
cust_4,t_59,food and dining,swiggy,2396.83,"May 02, 2022",credit card
cust_4,t_60,utilities,gas,1753.09,24/11/2022,debit card
cust_4,t_61,salary,miscellaneous,56840.58,01/06/2023,cash
cust_4,t_62,entertainment,prime,54.19,"Sep 07, 2022",credit card
cust_4,t_63,salary,miscellaneous,31366.66,2022-10-16,cash
cust_4,t_64,transfers,miscellaneous,2595.38,2023-01-13,credit card
cust_4,t_65,shopping,snapdeal,4706.53,2022-09-21,upi
cust_5,t_1,loan EMI Payment,gold loan,2238.06,2022-11-20,upi
cust_5,t_2,insurance,health insurance,474.65,19/01/2025,cash
cust_5,t_3,cash Withdrawals,miscellaneous,4177.31,09/11/2024,upi
cust_5,t_4,cash Withdrawals,miscellaneous,1343.19,2024-08-18,upi
cust_5,t_5,cash Withdrawals,miscellaneous,844.08,2024-04-14,cash
cust_5,t_6,salary,miscellaneous,95926.36,2022-12-07,upi
cust_5,t_7,utilities,broadband,2962.89,"Mar 28, 2023",debit card
cust_5,t_8,loan EMI Payment,consumer durable loan,4739.4,02/04/2024,upi
cust_5,t_9,insurance,life insurance,2769.33,2023-10-12,cash
cust_5,t_10,shopping,amazon,620.52,20/05/2024,debit card
cust_5,t_11,groceries,grofers,2570.63,"Dec 02, 2022",credit card
cust_5,t_12,entertainment,sonyliv,4323.84,2023-03-18,upi
cust_5,t_13,others,others,4430.31,2022-07-30,cash
cust_5,t_14,cash Withdrawals,miscellaneous,3170.85,2024-04-26,cash
cust_5,t_15,transfers,miscellaneous,2348.4,2023-09-02,cash
cust_5,t_16,cash Withdrawals,miscellaneous,1204.56,"Sep 11, 2022",cash
cust_5,t_17,utilities,electricity,1474.43,"Jul 26, 2022",credit card
cust_5,t_18,transport,metro,4828.39,2023-12-24,cash
cust_5,t_19,loan EMI Payment,two wheeler loan,3784.28,09/06/2023,upi
cust_5,t_20,insurance,travel insurance,971.55,2024-04-04,credit card
cust_5,t_21,shopping,amazon,3611.56,2023-03-18,credit card
cust_5,t_22,transfers,miscellaneous,1066.39,2022-07-14,upi
cust_5,t_23,salary,miscellaneous,68182.38,"Oct 13, 2022",debit card
cust_5,t_24,food and dining,fast food,154.66,21/07/2024,upi
cust_5,t_25,groceries,d-mart,4388.64,2025-01-27,cash
cust_5,t_26,cash Withdrawals,miscellaneous,2699.63,30/04/2024,cash
cust_5,t_27,others,others,334.78,"Oct 19, 2023",credit card
cust_5,t_28,health,clinic,2488.96,2022-05-06,debit card
cust_5,t_29,salary,miscellaneous,43057.63,"Sep 23, 2023",cash
cust_5,t_30,transport,auto,4215.66,2024-07-29,upi
cust_5,t_31,shopping,myntra,2739.79,30/12/2023,credit card
cust_5,t_32,shopping,jabong,4832.12,24/10/2024,upi
cust_5,t_33,health,yoga,3792.22,"Jan 30, 2024",cash
cust_5,t_34,salary,miscellaneous,48934.07,07/07/2024,cash
cust_5,t_35,transfers,miscellaneous,2205.91,17/02/2024,upi
cust_5,t_36,cash Withdrawals,miscellaneous,2963.43,2024-06-08,debit card
cust_5,t_37,others,others,3252.0,2024-11-19,cash
cust_5,t_38,transport,ola,4817.68,2022-07-31,upi
cust_5,t_39,loan EMI Payment,gold loan,1736.22,01/03/2022,cash
cust_5,t_40,others,others,1555.53,31/12/2024,upi
cust_5,t_41,others,others,220.98,2024-03-12,cash
cust_5,t_42,salary,miscellaneous,79598.99,2024-03-05,credit card
cust_5,t_43,loan EMI Payment,car loan,4016.75,"Jun 14, 2022",debit card
cust_5,t_44,entertainment,sonyliv,2664.85,08/05/2023,cash
cust_5,t_45,transfers,miscellaneous,2043.33,2022-08-02,cash
cust_5,t_46,shopping,aliexpress,1143.82,2024-12-17,credit card
cust_5,t_47,insurance,health insurance,3269.58,2023-01-01,upi
cust_5,t_48,health,yoga,2350.07,2024-01-12,credit card
cust_5,t_49,utilities,broadband,1212.23,2025-02-05,debit card
cust_5,t_50,transport,train,4940.64,"Jul 02, 2022",debit card
cust_5,t_51,cash Withdrawals,miscellaneous,662.04,2025-01-08,credit card
cust_5,t_52,utilities,broadband,745.5,2024-12-30,debit card
cust_5,t_53,food and dining,cafes,4664.51,2024-06-09,credit card
cust_5,t_54,transfers,miscellaneous,4563.81,10/12/2023,credit card
cust_5,t_55,cash Withdrawals,miscellaneous,1934.23,2024-03-01,cash
cust_5,t_56,utilities,water,4970.93,"Oct 02, 2022",cash
cust_5,t_57,food and dining,cafes,4820.12,2022-12-02,cash
cust_5,t_58,utilities,telephone,165.41,"Aug 27, 2023",upi
cust_5,t_59,health,gym,3132.31,"Feb 26, 2022",debit card
cust_5,t_60,entertainment,gaana,899.45,2022-06-23,debit card
cust_5,t_61,insurance,vehicle insurance,3581.3,"Apr 03, 2023",debit card
cust_5,t_62,entertainment,prime,4006.6,"Jul 15, 2023",debit card
cust_5,t_63,loan EMI Payment,personal loan,1356.75,23/04/2022,upi
cust_5,t_64,salary,miscellaneous,67926.81,2022-07-03,cash
cust_5,t_65,others,others,2167.81,2024-06-28,credit card
cust_5,t_66,transfers,miscellaneous,2899.82,30/06/2023,cash
cust_6,t_1,utilities,electricity,4997.92,"Nov 30, 2022",credit card
cust_6,t_2,food and dining,zomato,3221.38,2022-03-22,debit card
cust_6,t_3,salary,miscellaneous,77029.44,"Oct 19, 2024",debit card
cust_6,t_4,transfers,miscellaneous,951.98,2023-08-23,cash
cust_6,t_5,cash Withdrawals,miscellaneous,4123.43,31/12/2022,debit card
cust_6,t_6,loan EMI Payment,gold loan,1143.33,06/07/2023,debit card
cust_6,t_7,transport,bus,1046.47,2022-08-25,debit card
cust_6,t_8,transfers,miscellaneous,1897.48,21/11/2023,debit card
cust_6,t_9,utilities,electricity,1425.0,"Feb 08, 2024",upi
cust_6,t_10,transport,train,1183.48,"May 18, 2022",cash
cust_6,t_11,groceries,more,1485.59,05/03/2022,upi
cust_6,t_12,groceries,bigbasket,4506.94,"Oct 28, 2024",upi
cust_6,t_13,loan EMI Payment,education loan,2014.6,03/02/2025,credit card
cust_6,t_14,groceries,grofers,3991.12,2022-06-25,cash
cust_6,t_15,groceries,grofers,3501.85,22/01/2023,credit card
cust_6,t_16,health,spa,383.58,"Jul 28, 2022",cash
cust_6,t_17,entertainment,netflix,2857.31,2022-12-25,cash
cust_6,t_18,utilities,telephone,2344.62,2024-09-26,credit card
cust_6,t_19,transport,ola,4021.15,"Jan 10, 2023",credit card
cust_6,t_20,groceries,grofers,1673.65,2023-03-02,cash
cust_6,t_21,shopping,jabong,2298.75,2022-04-23,debit card
cust_6,t_22,cash Withdrawals,miscellaneous,2487.2,"Oct 25, 2023",credit card
cust_6,t_23,salary,miscellaneous,37632.14,18/04/2022,upi
cust_6,t_24,food and dining,zomato,3502.76,07/08/2022,debit card
cust_6,t_25,entertainment,sonyliv,3650.5,20/07/2022,debit card
cust_6,t_26,salary,miscellaneous,91384.89,2023-06-03,credit card
cust_6,t_27,transport,auto,1923.66,29/03/2022,credit card
cust_6,t_28,cash Withdrawals,miscellaneous,1946.12,08/06/2022,credit card
cust_6,t_29,utilities,gas,2440.45,29/09/2024,cash
